id,comuna,ruta,veredicto,paginas,tiene_tablas,rangos,paginas_utiles,confianza,metodo,nota,sesion,fin
nunoa_fee5aea7f6,nunoa,Ordenanzas ordenadas\OCR ok\nunoa_647_promulga_aprobacion_de_modificacion_no_17_al_plan_regulador_comunal_de_nunoa__1399804.pdf,TEXTO,5,si,3-5,3,ALTA,TEXTO,"Mod.N.17 PRC Nunoa (DO 18-may-2018). p3-4: crea Zona Z-1C con usos de suelo permitidos completos (residencial todo tipo + equipamiento por clase cientifico/comercio/culto/deporte/educacion/salud/seguridad/servicios/social); normas de edificacion y subdivision para uso residencial = las de equipamiento en la misma zona (remision interna). p4: modifica art.26 restricciones de altura por aerodromo/helipuerto (proyectos >7 pisos requieren certificado DGAC). p5: agrega ZT5 Villa Olimpica como zona tipica/pintoresca (proteccion patrimonial, sin parametros nuevos). Todo en TEXTO.",S3,2026-07-14T21:09:03
osorno_27ea69a67b,osorno,Ordenanzas Descargadas\600-1200\osorno_decreto_modificacion_plan_regulador_comunal_de_osorno_predio_baquedano_sector_ov__dc647094-52db-4f88-9176-02817219f888.pdf,TEXTO,2,no,,0,MEDIA,,"Aviso DO: inicio del proceso de Evaluacion Ambiental Estrategica de la Modificacion PRC Osorno, Predio Baquedano Sector Ovejeria. Puro tramite (resumen de antecedentes y criterios de sustentabilidad), sin transcribir norma alguna.",S3,2026-07-14T21:09:03
osorno_5a0061d947,osorno,Ordenanzas Descargadas\600-1200\osorno_sn_convocatoria_de_participacion_ciudadana_para_actualizacion_del_plan_regulador__f227ea83-b92b-4a5c-882b-ba7bfea425c0.pdf,MIXTO,4,no,,0,MEDIA,,"Afiche/flyer de convocatoria a participacion ciudadana para la Actualizacion del PRC de Osorno (aun en proceso de desarrollo/diseño). Vision/mision institucional, cronograma del proceso, listado de documentos del expediente y formulario de contacto. Cero contenido normativo.",S3,2026-07-15T07:59:38
osorno_77b0d81459,osorno,Ordenanzas Descargadas\600-1200\osorno_decreto_aprueba_enmienda_equipamiento_vecinal_plan_regulador_comunal_de_osorno__f0dfdd85-af1e-4eb4-948a-e25b286388c9.pdf,TEXTO,3,si,1-3,3,ALTA,TEXTO,"Dec.2963/2019 (DO) enmienda equipamiento vecinal PRC Osorno. Zona E.1 (Estadios Bancario, Olympia, Parque Schott, Villa Olimpica, Llanquihue, A.Allaire, Schilling, Municipal Rahue Alto, Parques A.Hott y Chuyaca): usos de suelo permitidos/prohibidos detallados por sub-recinto. OJO: dice explicitamente '3.- Normas Especificas. No se consultan' - NO trae predial/COS/CC/altura/densidad, solo usos de suelo. Tabla de usos por zona en TEXTO.",S3,2026-07-14T21:09:03
ovalle_2e65904ece,ovalle,Ordenanzas ordenadas\OCR ok\ovalle_530_modifica_plan_regulador_comunal__Exportar.pdf,TEXTO,2,si,2-2,1,ALTA,TEXTO,"Resolucion 530 exenta (SEREMI Vivienda Coquimbo, 2006), aplica art.50 LGUC al lote 6-C (ex Serviu, sector Liceo Agricola), asimilandolo a la ZONA ZE-7 De Extension Residencial. p2: norma completa en PROSA (sin cuadro): usos permitidos (vivienda, densidad bruta max 450 hab/ha; equipamiento de salud/educacion/seguridad/culto-cultura/social/deporte/comercio/servicios/esparcimiento por escala), superficie predial minima 200 m2, frente predial minimo 8 m, antejardin 2 m, ocupacion de suelo 60%, agrupamiento aislada o pareada.",S2,2026-07-14T21:08:37
ovalle_8964b3cd6a,ovalle,Ordenanzas ordenadas\OCR ok\ovalle_9144_promulga_actualizacion_y_modificacion_al_plan_regulador_comunal_de_ovalle__Exportar.pdf,MIXTO,23,si,"13-14,19-19",3,ALTA,VISUAL,"Dec.9144/2016 promulga Actualizacion y Modificacion PRC Ovalle completo. TRAMPA CONFIRMADA: TODAS las tablas de normas son IMAGEN JPEG; art.13 dice literalmente 'Las normas urbanisticas aplicables en cada zona son las siguientes:' (p18) y queda casi en blanco -la tabla esta en p19-. p13-14 tabla ZCH1 (predial 300m2, densidad 200 hab/ha, ocup 0,6/1,0, CC 1,2/2,0, aislado, altura 10,5m, antejardin 4,5m) y ZCH2 (ocup 0,7/1,0, CC 0,7/1,4, continuo, altura 6,0m). p19: IMAGEN UNICA GIGANTE (600x6081px) apilando las 15 zonas restantes: ZC1-ZC4 (centrales), ZU1-ZU9 (urbanas), ZAP (actividades productivas), ZAV (area verde), con las mismas columnas (predial min, densidad bruta, ocupacion, CC, agrupamiento, altura, antejardin). EXCLUIDAS por no ser norma de zonificacion: p15 estacionamientos, p20 AR1/AR2 areas de riesgo, p21 vialidad (anchos de calles) - todas imagen tambien.",S3,2026-07-15T08:04:48
ovalle_97b6b10b08,ovalle,Ordenanzas ordenadas\OCR ok\ovalle_decreto_exento_6459_aprueba_el_proceso_de_exposicion_ejecutivo_y_sus_planos_actu__6459.pdf,MIXTO,180,si,"103-104,120-123,130-134,168-170",14,MEDIA,TEXTO,"Dec.Ex.6459 aprueba proceso de exposicion del Resumen Ejecutivo y Planos de la Imagen Objetivo (etapa PREVIA al anteproyecto, art.28 octies LGUC) del estudio Actualizacion PRC Ovalle. NO es la Ordenanza Local final. Cuadros 4-1 (Alternativa A, p103-104), 4-3 (Alternativa B, p120-123), 5-1 comparacion (p130-134), 5-4 (Alternativa C RECOMENDADA, p168-170) en TEXTO real: sistema de agrupamiento, altura max (6-8 pisos/24m), densidad bruta max (300-600 hab/ha), subdivision predial min (300-500m2) POR ZONA. FALTAN COS y coef.constructibilidad y antejardin (no vienen en estos cuadros de lineamientos, son mas sinteticos que una Ordenanza Local). p176-180 son PLANOS cartograficos (mapas de zonificacion a color), no tablas nuevas. CONFIANZA MEDIA: son valores de una ALTERNATIVA PROPUESTA en etapa temprana, no la norma final aprobada - util solo si no se encuentra en el corpus la Ordenanza Local definitiva de esta actualizacion.",S3,2026-07-15T08:04:17
ovalle_9db1fbe344,ovalle,Ordenanzas ordenadas\ovalle_decreto_exento_4576_ab_plan_regulador__4576.pdf,ESCANEADO,3,no,,0,MEDIA,,"Decreto Exento4576: ADJUDICA licitacion publica Actualizacion PRC Ovalle a consultora Infracon (monto, plazo, garantias). No es decreto de aprobacion de normas, es adjudicacion de contrato de estudio; sin tablas de zonas.",Ordenanzas S5,2026-07-15T08:42:51
ovalle_c07d73ef21,ovalle,Ordenanzas ordenadas\ovalle_decreto_exento_9144_promulgase_la_actualizacion_y_modificacion_al_plan_regulador__9144.pdf,ESCANEADO,40,si,20-33,14,ALTA,VISUAL,"Decreto exento9144 promulga Ordenanza Local PRC Ovalle. Titulo II Zonificacion de Usos de Suelo y Normas Especificas: Art.8-10 pag20-22 tablas ZCH1/ZCH2 (Conservacion Historica); Art.11 pag23 estandares estacionamiento (intercalada); Art.12 pag24 catalogo 16 zonas (ZC1-4,ZU1-9,ZAP,ZAV,ZCH1-2,AR1-2); Art.13 pag25-32 tablas detalladas por zona (superficie predial minima, densidad, COS/coef.constructibilidad, agrupamiento, altura maxima, antejardin) para ZC1,ZC2(pag25), ZU3,ZU4(pag28), ZU9,ZAP(pag31), ZAV(pag32); Art.14 pag32 Areas Riesgo AR1/AR2 remite a normas de zona base. Pag33 inicia Titulo III Vialidad Urbana, excluida.",Ordenanzas S5,2026-07-15T08:43:06
padre_hurtado_09e4d529d9,padre_hurtado,Ordenanzas ordenadas\OCR ok\padre_hurtado_2764_modificacion_plan_regulador__do-20150710.pdf,TEXTO,96,no,,0,ALTA,TEXTO+VISUAL,"Edicion completa Diario Oficial (96 pags = Cuerpo I + Cuerpo II + Propiedad Industrial). Padre Hurtado aparece SOLO en p20: Decreto Alcaldicio 2764/2015 'Asignacion de nuevas normas urbanisticas' a un tramo liberado de declaratoria de utilidad publica (calle Rio Aconcagua). El cuadro (imagen) solo tiene columnas Via/Tramo/Ancho/ZONA ASIGNADA ('Zona A'), es decir es de VIALIDAD + reasignacion de zona, SIN parametros (usos, COS, CC, altura, agrupamiento, antejardin, densidad). El propio decreto remite al art.4.3.1 de la Ordenanza vigente (2004/2005, otro documento) para los parametros reales de Zona A -- esa ordenanza es padre_hurtado_b291127d0a (ya registrada, contiene ZONA A en p8).",S2,2026-07-14T21:12:10
padre_hurtado_0e9ec0466a,padre_hurtado,Ordenanzas ordenadas\OCR ok\padre_hurtado_1195_modificacion_plan_regulador__do-20150410.pdf,TEXTO,84,no,,0,ALTA,TEXTO+VISUAL,"Edicion completa Diario Oficial (84 pags, N41.128, 10-04-2015: Cuerpo I + Cuerpo II + Suplemento Marcas y Patentes INAPI). Padre Hurtado aparece SOLO en p35: Decreto Alcaldicio 1195/2015 'Promulga nomina de terrenos destinados a circulacion cuya declaratoria de utilidad publica ha quedado sin efecto'. El cuadro (Via/Tramo/Ancho/Observaciones) es 100% VIALIDAD (elimina declaratoria de utilidad publica en 12 vias), sin usos de suelo ni COS/CC/altura/densidad. Grep de las 84 pags confirma 0 hits fuera de esta referencia vial. Si se busca la ordenanza con las normas por zona: la fuente es la Resolucion GORE 92/2004 (DO 04-02-2005) = padre_hurtado_b291127d0a, ya registrada.",S2,2026-07-14T21:12:44
padre_hurtado_2d9055dd0e,padre_hurtado,Ordenanzas Descargadas\600-1200\padre_hurtado_4059_promulga_modificacion_al_plano_regulador_comunas_zonas_a_y_b1__Noviembre 2015.pdf_1458059518865.pdf,ESCANEADO,5,no,,0,MEDIA,,"Decreto4059 (publicacion DO 20-nov-2015): promulga modificacion PRC Zonas A y B1, pero texto aprobatorio SOLO cambia zonificacion de un poligono (de Zona A pasa a Zona B1) sin tabla de parametros urbanisticos. Revisadas 5 paginas completas, sin cuadro de normas.",Ordenanzas S5,2026-07-15T08:42:51
padre_hurtado_620b0cb045,padre_hurtado,Ordenanzas Descargadas\600-1200\padre_hurtado_decreto_alcaldicio_999_promulga_la_modificacion_al_plan_regulador_comunal_de_pad__884f5e2b-c53c-4381-89a5-e43e66da378e.pdf,ESCANEADO,4,si,3-3,1,ALTA,VISUAL,"Decreto Alcaldicio999/2019, pag3: texto aprobatorio con tabla completa Zona E2-1 Equipamiento Comunitario -superficie predial minima, COS, coef.constructibilidad, altura maxima, densidad maxima, agrupamiento- mas tabla de usos de suelo permitidos/prohibidos. Pag4 solo cierre y firmas.",Ordenanzas S5,2026-07-15T08:42:51
padre_hurtado_793cea42ad,padre_hurtado,Ordenanzas Descargadas\600-1200\padre_hurtado_plano_regulador_comunal__ORDENANZA-PARTICIPACION-CIUDADANA-1.pdf_1695305978168-1.pdf,ESCANEADO,19,no,,0,MEDIA,,"Ordenanza Municipal de Participación Ciudadana de Padre Hurtado (Decreto Alcaldicio 968/2023), 19p escaneadas, duplicada dos veces en el mismo PDF (p2-10 y p11-19 son copia idéntica). Articulado (Art.1-67) sobre plebiscitos, COSOC, juntas de vecinos, presupuestos participativos, audiencias públicas, OIRS, FONDEVE. Sin relación con el PRC: cero menciones a zonas, uso de suelo, COS, constructibilidad, altura, densidad o antejardín.",S3,2026-07-15T08:43:24
padre_hurtado_aeaaba4ac8,padre_hurtado,Ordenanzas ordenadas\padre_hurtado_872_promulga_modificacion_del_plan_regulador_para_la_relocalizacion_de_areas_ver__Diario Oficial Mayo 17.pdf,ESCANEADO,6,no,,0,MEDIA,,"Decreto 872/2017 (DO 13-05-2017), 'Relocalización de Áreas Verdes y Vialidad Sector San Ignacio'. Solo relocaliza polígonos de áreas verdes (redistribuye Zona C2/B3 sin nuevos parámetros) y modifica plano de vialidad (tabla ancho existente/proyectado/antejardín de la Vía N°16 Alberto Hurtado). No fija tabla de normas de zona (COS/CC/altura/etc). Documento trae escaneo duplicado del mismo decreto (p1-3 versión DO, p4-6 versión municipal).",S3,2026-07-15T08:42:56
padre_hurtado_b291127d0a,padre_hurtado,Ordenanzas ordenadas\OCR ok\padre_hurtado_92_plan_regulador_comuna_de_padre_hurtado__PLAN_REGULADOR_ORDENANZA_LOCAL.pdf_1461086609789.pdf,TEXTO,21,si,"8-14,19-20",9,ALTA,TEXTO,"ORDENANZA LOCAL PRC Padre Hurtado (21 pags; deroga el PRC de Penaflor para esta comuna). TODO EN TEXTO REAL. p8-14: art.4.3.1 normas por zona (usos de suelo Residencial/Equipamiento/Actividades Productivas): ZONA A, ZONA B (B1 Corredor Regional, B3 Corredor Local, densidad 350 Hab/Ha), ZONA D Mixta, ZONA E2 Equipamiento Comunitario (densidad 450 Hab/Ha), ZONA E5 Areas Verdes e Infraestructura, Area R4 Restriccion lineas de transmision electrica -- todas con superficie predial minima, densidad maxima, etc. p15-18: VIALIDAD ESTRUCTURANTE (intercomunal y comunal, cuadros de vias con ancho existente/proyectado y una columna ANTEJARDIN ligada al ancho de via, no a zona) -- EXCLUIDO, es vialidad. p19-20: parrafo 2 Estacionamientos (art.5.2), cuadro N de estacionamientos por unidad especificada -- SI cuenta como norma. p21: art.6 disposiciones finales.",S2,2026-07-14T21:10:18
padre_hurtado_e5ff5682cd,padre_hurtado,Ordenanzas ordenadas\padre_hurtado_1141_promulga_enmienda_al_plan_regulador_comunal_denominada_enmienda_zona_e2_vil__Diario Oficial.pdf,ESCANEADO,2,si,1-2,2,ALTA,VISUAL,"Decreto 1141/2016 (DO 16-03-2016), 'Enmienda Zona E2 Villa Centenario'. Art. único modifica Art.4.3.2 de la Ordenanza del PRC: tabla 'Donde dice / Debe decir' completa para ZONA E2 Equipamiento Comunitario (p2): superficie predial mínima 1.000 m², coef. ocupación suelo máx. 0,6→0,7, coef. constructibilidad máx. 1,8→2,1, altura edificación máx. 25m→15m, densidad máx. 450 Hab/Há, sistema agrupamiento pareado/aislado, más usos de suelo permitidos/prohibidos.",S3,2026-07-15T08:42:56
padre_las_casas_58a39a4103,padre_las_casas,Ordenanzas Descargadas\600-1200\padre_las_casas_decreto_241_rectificase_los_ttar_servicio_denominado_subsanacion_de_alcances_y_o__DEC%20241.pdf,ESCANEADO,5,no,,0,ALTA,VISUAL,"Decreto Alc 241, 31-ene-2020, Padre Las Casas, 5 pags. RECTIFICA Decreto Alc 3323/2019 que aprobo contrato de prestacion de servicios con Universidad Mayor para el estudio 'SUBSANACION DE ALCANCES Y OBSERVACIONES DE CONTRALORIA GENERAL DE LA REPUBLICA AL PLAN REGULADOR COMUNAL DE PADRE LAS CASAS'. Es decreto administrativo de trato directo/contratacion (rectifica TTAR, plazos y monto: 28.800.000 exento IVA), no transcribe norma urbanistica alguna. Verificado visualmente paginas 1 y 5 de 5 (vistos, considerandos de contratacion, resuelvo con precio y plazos, firma).",S1,2026-07-15T08:44:15
padre_las_casas_838f534875,padre_las_casas,Ordenanzas ordenadas\padre_las_casas_decreto_2368_ampliese_el_plazo_de_exposicion_de_los_antecedentes_relacionados_a___DEC_202368.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"Decreto 2368, 22-sep-2009, Padre Las Casas, 1 pag. AMPLIA el plazo de Exposicion de antecedentes de la Modificacion al Plan Regulador de Temuco 1983. Puramente procedimental (fija nueva fecha de audiencia/exposicion publica), no contiene tabla de normas. Verificado visualmente pagina unica.",S1,2026-07-15T08:44:18
paihuano_91f575a97f,paihuano,Ordenanzas ordenadas\OCR ok\paihuano_862_promulga_plan_regulador_comunal__Plan Regulador 2019.pdf,TEXTO,25,si,19-23,5,ALTA,TEXTO+VISUAL,"Trampa MIXTO confirmada (chars bajos p19-23 pero contenido real es tabla-imagen/OCR parcial). Art.8-9 p19-21: 7 zonas Area Urbana (ZH1,ZH2,ZH3,ZD,ZT1,ZT2,ZAP) con usos, superficie predial min, densidad, COS, coef.constructibilidad, agrupamiento, altura max, antejardin. Art.10 p22-23: zonas proteccion (ZIS,ZAV,ZT,ZCH,MH1/2/3) mismos parametros. Art.11 p23: AR1/AR2 areas restringidas riesgo. P18 estandares estacionamiento y p24 vialidad quedan fuera por no ser normas de zona.",Ordenanzas S5,2026-07-14T21:10:54
paihuano_aa3032fcad,paihuano,Ordenanzas Descargadas\600-1200\paihuano_acuerdo_311_el_concejo_tomo_conocimiento_del_plan_regulador_intercomunal_de_la_p__ACUERDO%20311%20%202016-2020.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"Acuerdo 311/2016-2020, Paihuano, 1 pag. El Concejo Municipal 'toma conocimiento' del Plan Regulador Intercomunal de la Provincia de Limari, sin observaciones. Solo lista concejales y votacion, no transcribe norma urbanistica alguna. Verificado visualmente pagina unica.",S1,2026-07-15T08:44:20
paillaco_296682cab0,paillaco,Ordenanzas ordenadas\OCR ok\paillaco_68_modificacion_plan_regulador_comunal__1042-Publicacion-Diario-Oficial_compressed.pdf,TEXTO,48,si,18-34,17,ALTA,TEXTO+VISUAL,"Trampa BCN confirmada. Art.4 'Fijacion de Normas Urbanisticas' p18-31: TODAS las zonas (ZMC-1/2, ZM-1 a ZM-7 con subzonas, ZH-1 a ZH-6, ZEQ-1/2, ZAP-1/1A, ZI, ZEP-1 a ZEP-6), titulo en texto pero tabla completa (usos, superficie predial min, densidad, agrupamiento, antejardin/ochavo, altura max, coef.constructibilidad, coef.ocupacion) es IMAGEN, confirmado render p18,20,26,30,31. Art.5.4 ICH y 5.5 MH p32-34: tablas por inmueble patrimonial individual, tambien imagen. Desde p34 Art.7 Red Vial (p34-46) y Art.8 estacionamientos (p47-48) son tablas-imagen de vialidad/estacionamiento, excluidas por no ser normas de zona.",Ordenanzas S5,2026-07-14T21:11:52
paine_8393f49edb,paine,Ordenanzas ordenadas\OCR ok\paine_256_aprobacion_del_plan_regulador_comunal_de_paine__Public_Diario_Oficial_Aprueba_Plan_Regulador_Comunal.pdf,TEXTO,4,si,3-4,2,MEDIA,TEXTO,"Enmienda que modifica puntualmente Antejardin Minimo en Art.11(ZU-1),12(ZU-2),13(ZU-3),14(ZU-4),15(ZU-5),22(ZAP) de la Ordenanza Local de Paine. No trae tabla completa (COS/CC/altura), solo modifica una celda por zona via texto.",Ordenanzas S5,2026-07-14T21:10:55
paine_9e649ce1d9,paine,Ordenanzas ordenadas\OCR ok\paine_1661_declara_la_desafectacion_de_utilidad_publica_los_terrenos_que_hubieran_sido__Public_Diario_Oficial_Declara_Desafectacion_de_Terrenos.pdf,TEXTO,2,no,,0,MEDIA,,"Decreto 1661: desafecta declaratorias utilidad publica sobre circulaciones/plazas/parques (Ley 20791). Imagenes verificadas: tablas de 'Nomina de vias' (nombre, categoria, tramo, ancho oficial), no normas de zona. Pag.2 mezcla contenido de San Miguel (comuna ajena), tambien de vias.",Ordenanzas S5,2026-07-14T21:10:55
paine_e36c728fc0,paine,Ordenanzas ordenadas\OCR ok\paine_823_aprobacion_del_proyecto_de_modificacion_del_plan_regulador_comunal_de_paine__Public_Diario_Oficial_Plan_Regulador_Comunal_2015.pdf,MIXTO,18,si,9-14,6,ALTA,VISUAL,"TRAMPA imagen + comuna ajena: PDF es edición completa DO 12-feb-2015 (contiene también modificación PRC Macul mezclada). Modificación PRC Paine Título4 Zonificación pág9-14: zonas ZU-1 a ZU-8, ZE-1 a ZE-3, ZAP - cada zona título en texto, tablas embebidas como imagen grande (confirmado con pdfimages). Áreas verdes/riesgo (Cuadros 8-10, pág6-8) son cuadros de referencia a planos, no normas de zona",Ordenanzas S4,2026-07-15T08:00:13
palmilla_cc100551d3,palmilla,Ordenanzas Descargadas\600-1200\palmilla_la_comuna_cuenta_con_un_plan_regulador_comunal_si_cuenta_con_un_plan_regulador_c__48489e8a-f4b1-4039-aa59-5c058b48a686.pdf,ESCANEADO,2,no,,0,ALTA,VISUAL,"Oficio 220/2017, Palmilla, 2 pags. Carta respuesta a solicitud de transparencia (Ley 20.285) sobre estado del PRC; remite a Memorandum 1068/2017 no adjunto en este PDF para la respuesta sustantiva. No es documento del PRC ni transcribe normas. Verificado visualmente paginas 1-2 de 2.",S1,2026-07-15T08:44:22
palmilla_ea01d51dbc,palmilla,Ordenanzas Descargadas\600-1200\palmilla_ordenanza_que_aprueba_el_plan_regulador_de_la_comuna_de_palmilla_vigente__b253d327-de0c-4865-8cae-9b373e841ebd.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"Oficio 064/2015, Palmilla, 1 pag. Carta respuesta a solicitud de transparencia (Ley 20.285): informa que la ordenanza del PRC solicitada esta disponible en el portal de transparencia externo, no la adjunta. No transcribe norma urbanistica alguna. Verificado visualmente pagina unica.",S1,2026-07-15T08:44:24
palmilla_f25c42fb5e,palmilla,Ordenanzas Descargadas\600-1200\palmilla_plan_regulador_comunal_planos_memoria_y_ordenanza__2f873a29-dee9-48ee-af36-194de963c53c.pdf,ESCANEADO,1,no,,0,MEDIA,,Oficio N170 de la Alcaldia de Palmilla respondiendo solicitud de transparencia (Ley20285). No es ordenanza ni tabla de normas; solo indica que el PRC completo debe descargarse de otro portal.,Ordenanzas S5,2026-07-15T08:44:51
panguipulli_67f243ca29,panguipulli,Ordenanzas ordenadas\OCR ok\panguipulli_5_aprueba_plan_regulador_comunal_de_panguipulli__7 Publicación Diario Oficial PLAN REGULADOR COMUNAL.pdf_1704210845882.pdf,TEXTO,5,si,3-4,2,ALTA,TEXTO+VISUAL,"Pag4: Cap.IV completo Art.18-21, tabla normas por zona Z0-Z4 y restricciones R1-R6 (superficie predial minima, coef.constructibilidad, %ocupacion suelo, agrupamiento, adosamiento, antejardin, altura). Confirmado visual render 120dpi: texto real, no tabla-imagen. Pag3 contexto (equipamiento por escala, estandares estacionamiento Art.11-17). Pag5 vialidad (calles/anchos), excluida.",Ordenanzas S5,2026-07-14T21:11:02
